partner_id,industry_gic2_code,partner_class_code,partner_gender,partner_name,partner_phone_number,partner_birth_year,partner_address,partner_open_date,partner_close_date
83517286-f979-492d-8b38-440ad80669ec,Individual,I,F,Mathilde Pelletier,06 36 39 51 47,1972-12-19,"80, rue de Léger
31411 GomezVille",2021-07-19,
c0c3dd5b-7f32-446b-b4a4-58a77c6e48cb,Individual,I,M,Ekrem Wenger,033 588 75 77,1995-07-28,"Gigerstrasse 328
8569 Baden",2013-02-09,
7b24eed5-e808-4922-b36b-7c7f62e4a946,Individual,I,F,Maria Erni,+41 32 038 82 08,1968-06-21,"Fehrstrasse 602
6165 Neuhausen",2019-05-14,
f99e645f-c4c9-4dcd-a50c-345b6f601976,Individual,I,M,Swen Kohler,055 006 24 87,1966-02-16,"Reystrasse 18
2998 Flawil",2017-01-02,
0cd15572-9e4a-40ab-95d4-3a63a494774c,Individual,I,M,Zoltan Schwab,+41 81 413 72 20,1966-07-29,"Islerstrasse 247
7246 Gland",2010-01-02,
ac4c368d-c741-4dac-9d6b-18599108bf4c,Individual,I,M,Fatih Sigrist,041 454 13 15,1995-03-25,"Portmannstrasse 39
8477 Bulle",2022-12-08,
4193a56a-bf36-4f09-a9c6-b11e720d93d0,Individual,I,F,Catia Stauffer,061 810 01 63,1971-07-27,"Scherrerstrasse 47
1380 Winterthur",2022-06-23,
25199694-2a2a-4e0d-ba64-35b36a698ba3,Individual,I,F,Giovanna Näf,071 214 94 90,1956-12-20,"Eglistrasse 44
7564 Buchs",2018-03-19,
b914fe80-8111-4450-8dfd-915f1709abf3,Individual,I,M,Sergej Schuler,+41 33 765 62 15,1981-12-21,"Studerstrasse 2
5465 Baden",2020-01-06,
68ecbe90-63a7-40d8-acf1-7dea93514360,Individual,S,,,,,,2021-12-17,
354f9b78-dd47-4f69-a36d-2df35d8a6c9a,Individual,I,M,Joël Aebi,056 289 48 64,1960-01-11,"Kunzstrasse 42
8877 Mendrisio",2021-05-12,
30a19ca6-d36f-452b-bac4-cb0f5fcd4acb,Individual,I,F,Michela Kälin,061 196 95 72,1993-02-01,"Kälinstrasse 53
1882 Romanshorn",2020-03-31,
f686f113-0047-429c-8d87-d99f032f28be,Specialist medical practice act.,B,F,Leu AG,062 624 45 00,1985-09-29,"Forsterstrasse 15
4048 Urdorf",2021-07-06,
9fe7d068-aac7-4a9d-97ba-0959f9dfbecc,Individual,I,,Lea Frey,071 675 33 48,1985-01-15,"Bianchistrasse 29
3190 Regensdorf",2014-08-26,
b62be624-e381-436a-87eb-fb3b6614c901,Individual,I,F,Fatma Hotz,+41 61 797 27 14,1963-03-02,"Schochstrasse 99
5432 Küsnacht",2017-11-27,
67addd18-6198-48ed-85a9-e2e68fb981aa,Individual,I,,Patrícia Stauffer,+41 81 262 77 50,1985-11-20,"Stuckistrasse 856
8781 Thun",2018-12-30,
e79f37e0-08e6-400f-bdd7-8a9c42757442,Individual,I,M,Michael Tanner,071 063 82 66,1967-11-08,"Gerberstrasse 66
8283 Aesch",2019-10-20,
bbd922b4-e989-482a-a378-004c2b2f0266,Individual,I,F,Floriane Kälin,052 224 79 68,1959-05-17,"Schlatterstrasse 80
4310 Stäfa",2022-09-15,
fcbc2838-7729-4161-a3ef-fb70a9185395,Individual,I,F,Tina Wettstein,+41 71 176 90 30,1962-04-11,"Ackermannstrasse 3
3248 Plan-les-Ouates",2016-06-14,
15be3f3c-e6e3-4a7a-a282-6c57898adadf,Individual,I,F,Fabiana Eugster,055 613 54 89,1984-04-19,"Probststrasse 47
8477 Martigny",2022-08-29,
ae33b16e-df2a-4bb8-b3b7-752459126516,Individual,I,M,Ivo Schnyder,044 805 97 66,1969-06-29,"Kohlerstrasse 41
1311 Sarnen",2015-04-16,
a50106d4-29f6-4f4d-a2c7-2f09b2d76aac,Individual,I,M,Giancarlo Brun,021 237 61 02,1997-11-11,"Kohlerstrasse 6
1969 Meilen",2019-05-08,
14ca79ba-679d-479e-a806-ea5999f8eb02,Individual,I,M,Domenic Meier,081 134 25 49,1979-05-07,"Schenkstrasse 9
8448 Buchs",2012-10-05,
c53c0518-408f-4472-b7c8-5a5447a6f99e,Individual,I,F,Hermine Isler,032 726 79 80,1964-11-18,"Wyssstrasse 8
3815 Rheinfelden",2015-09-10,
61873b7a-c8bb-44f1-975e-31449df0b9a1,Individual,I,M,Brandon Hansen,+1-732-549-1224x58919,1983-10-30,"50014 Saunders Walk
Myershaven, NM 72281",2021-06-27,
5a00d936-bcab-4eef-81e3-fc38b282f43c,Pension funding,B,F,Michel Blum & Söhne,+41 22 841 44 03,2000-03-06,"Roosstrasse 37
7080 Sursee",2017-06-07,
c0fc6c74-95fe-4455-b0a3-30c5ee0b7e56,Individual,I,F,Ruth Brunner,022 345 92 94,1954-09-16,"Hoferstrasse 91
3200 Wädenswil",2013-08-31,
d6bc8f37-2758-4e2a-8166-a39e373110c7,Individual,I,M,Henry Schmid,+41 22 403 86 09,1982-07-13,"Studerstrasse 68
9122 Steffisburg",2020-02-07,
d5bf894c-768c-4709-9fa8-6870852007b3,Individual,I,M,Jean-Luc Schwarz,026 783 54 81,1975-02-05,"Kaufmannstrasse 75
3496 Urdorf",2012-01-12,
e411268f-94ae-45d7-92f1-5f78624b831c,Individual,I,F,Anja Egger,031 249 79 46,1995-12-29,"Schweizerstrasse 26
5155 Basel",2012-01-04,
7ae41768-c7c8-4242-bb7a-07a64b46eb2c,Individual,I,F,Albertine Misicher,(02321) 784675,1974-10-04,"Leokadia-Ritter-Straße 5076
65663 Ebern",2014-12-12,
379a040b-e4e9-42f6-a52b-8d1ec4ddeb54,Individual,I,F,Colette Walter,+41 55 144 25 51,1982-10-09,"Sigriststrasse 77
8171 Zofingen",2016-07-06,
85515156-b1f7-4a56-bd6c-847aae38e629,Individual,I,M,Mika Seiler,044 044 14 25,2002-04-30,"Benzstrasse 83
3662 Wetzikon",2018-12-10,
82720aeb-307b-422c-a69f-3d0129252619,Individual,I,M,Almir Arnold,043 292 61 02,1969-09-21,"Baumgartnerstrasse 4
4924 Schlieren",2014-10-20,
4fc63345-6d6c-4781-abcb-f16dc8a70c42,Individual,I,,Patricia Schoch,021 479 44 12,1962-09-16,"Meyerstrasse 44
5970 Rheinfelden",2012-10-21,
6c84553e-dcf0-436e-964a-93256d510e98,Individual,I,M,Afrim Friedli,+41 44 160 16 89,1989-05-10,"Wettsteinstrasse 76
8219 Sarnen",2014-01-22,
076bd80a-abcd-4313-b7f7-83baa5fbf590,Individual,I,F,Amy Hauser,+41 24 099 22 98,1988-08-11,"Walderstrasse 2
1160 Freiburg",2014-11-15,
6e8790a5-bcdf-4cbe-af9d-79a652d982c0,Individual,I,F,Noëlle Stocker,+41 71 455 23 76,1952-01-20,"Stöcklistrasse 422
9577 Herisau",2015-10-18,
2113c315-6fa5-4681-87f5-c39f184fe95e,Individual,I,F,Janine Margraf,+49(0)3059 45669,1990-06-17,"Rennerplatz 57
89403 Roding",2018-02-13,
b8f9a2ad-165a-46be-9554-1ce4aeed3999,Individual,I,F,Thi Lutz,081 124 85 43,1980-12-31,"Blaserstrasse 44
5226 Meilen",2017-07-23,
a8bcb26a-1338-4e06-9fab-6df1295e5dcb,Individual,S,,,,,,2019-01-26,
bcbc9477-9291-41df-ba95-969485a443fb,Individual,I,F,Christina Hafner,062 872 15 66,1973-11-21,"Baderstrasse 204
9344 Münchenstein",2020-04-12,
89572ff4-154b-4e04-9fa9-79056b20b4b3,Individual,I,M,Ruedi Aebi,+41 33 879 08 96,1984-08-24,"Freistrasse 669
3815 Thun",2015-04-30,
22fdd575-c8f0-458e-8fd4-afa936ad219c,Individual,I,F,Giuseppa Benz,021 078 75 53,1970-07-23,"Lutzstrasse 40
4625 Kriens",2017-03-14,
370866ec-f06f-4397-a76f-ee43f9919641,Individual,I,M,Hamza Maurer,+41 34 722 18 02,2002-02-14,"Ackermannstrasse 9
4391 Buchs",2011-06-13,
5e9e9a43-4f5c-4321-b8d7-7f7c3dd7421e,Individual,I,F,Yasemin Portmann,+41 26 635 81 08,1991-04-27,"Rothstrasse 73
1973 Aigle",2021-08-03,
eec2a3fe-abc8-4ee8-8c53-8be1d1354aee,Individual,I,F,Zita Walter,+41 26 363 26 36,1957-01-14,"Hessstrasse 98
2551 Sursee",2014-01-11,
c20c1eae-8945-4b5b-a4b8-4fb6463eccde,Individual,I,F,Alexandrie Coste,04 72 54 97 77,1950-09-22,"chemin de Camus
39745 Rocher",2015-07-29,
c1aaff47-3aeb-4c14-8122-9ad7756d1396,Individual,I,F,Gabriella Michel,+41 71 474 97 63,2000-06-05,"Meierstrasse 60
7556 Buchs",2014-09-16,
bef9e4d2-ea03-466b-bc4c-2a8aab7d3d2d,Individual,S,,,,,,2019-07-09,
86d8b5b2-3fd7-4eda-a859-edd9ff41ece6,Individual,I,F,Élise Picard,+33 5 96 82 95 41,1975-08-16,"63, boulevard Schneider
97488 Bourdon",2011-07-14,
4eb5f88c-be6a-45da-9695-2face40f4303,Individual,I,F,Alyssa Tobler,061 298 06 88,1951-01-24,"Baumannstrasse 39
3637 Martigny",2018-10-30,
77b86998-2e86-4afd-91d4-583686f8cd55,Individual,I,M,Rene Schärer,055 813 63 61,1955-09-03,"Leunbergerstrasse 75
7130 Sursee",2014-12-06,
f4f97b8e-c50d-4fe7-a696-c02eb8069fa9,Individual,I,M,Stefano Frey,+41 52 522 43 45,1990-12-25,"Schmidtstrasse 29
5802 Horw",2018-12-15,
3aa07087-e248-408b-b451-be9167e4f4b1,Individual,I,M,Gebhard Hirt,+41 81 382 83 24,1989-07-29,"Schochstrasse 33
1644 Wettingen",2014-12-17,
120d6c1e-8a38-4f60-9013-1825669615df,Individual,I,,Sophia Hoffmann,+41 61 647 94 08,1971-06-20,"Geigerstrasse 48
4909 Muri",2018-06-09,
e4ca644d-12ad-49ff-a838-df532344c27f,Individual,I,M,René Lehmann,+41 22 787 13 67,1982-06-11,"Staufferstrasse 25
7894 Solothurn",2021-09-02,
8fd3a48f-d03a-47b8-bcdb-886c2b602797,Individual,I,M,Danijel Wirz,041 211 92 77,1968-02-26,"Lehmannstrasse 5
6004 Chur",2020-06-25,
e4e1a10d-d118-4935-9247-4576459deb55,Individual,I,,Melissa Nunez,9684298175,1985-08-13,"2773 Jon Village
Richardshaven, IL 16887",2015-10-19,
99a9a572-6b94-4a6c-a699-8f51f760b1be,Individual,S,,,,,,2021-11-28,
ce76193b-aad7-43a1-9ffc-f2bb894b9599,Individual,I,F,Cécile Tanguy,+33 2 41 79 70 96,1957-10-30,"80, boulevard Hugues Blanc
94222 Martineaudan",2010-11-15,
902b4b3e-d34a-4b9b-9534-06d0e49ec480,Individual,S,,,,,,2017-01-05,
88a8d4b3-a13c-4771-89c2-a0622dc179dc,Individual,I,F,Prisca Küng,+41 22 287 76 20,1955-08-13,"Freystrasse 36
4458 Riehen",2010-09-12,
30b4237a-ef77-48b2-8f39-9ee846ae755d,Individual,I,F,Marlène Erni,061 043 17 60,1958-07-19,"Sennstrasse 54
5773 Belp",2013-08-29,
3752ba40-ec02-425d-9a99-610e670b9b8b,Individual,I,M,Jari Felder,+41 27 749 20 43,1974-12-17,"Baumgartnerstrasse 457
8067 Uzwil",2010-12-01,
e26f83d0-a616-44e6-a090-ffdd2da697d3,Individual,I,M,Leander Schenk,+41 34 449 92 29,1982-03-21,"Stockerstrasse 76
7534 St. Gallen",2022-01-11,
e1a3722c-f07e-4eb0-9495-cd011ab05c96,Individual,I,M,Visar Sutter,+41 44 432 52 04,1959-03-09,"Lüscherstrasse 790
5580 Gossau",2012-11-10,
926c071d-76a0-408f-b07f-39dcf3cd073a,Individual,I,F,Caroline Küng,043 450 82 75,1962-04-02,"Wirthstrasse 8
8393 Le Grand-Saconnex",2022-07-10,
dca669aa-2626-4231-826d-8d9335884a96,Individual,I,F,Carmen Wüthrich,055 934 24 63,1959-04-21,"Hafnerstrasse 150
7331 Altstätten",2014-11-27,
1786454b-6987-42cd-a56c-da2f2479f08c,Individual,I,M,Léon Näf,+41 62 491 64 57,1967-03-14,"Studerstrasse 773
4054 Urdorf",2016-11-24,
b0c13647-e664-41a6-92bf-773c16bc6437,Individual,I,F,Imelda Kohler,+41 91 343 46 26,1965-02-12,"Ottstrasse 721
1720 Belp",2022-07-02,
f5513e08-3fd5-4941-8a9b-739193f8ca9d,Individual,I,F,Nelli Eichenberger,+41 41 618 30 58,2002-01-09,"Reystrasse 833
6173 Bellinzona",2011-08-13,
3619c0ee-58f9-49be-a408-2c54504f5d0c,Individual,I,F,Silvia Stadelmann,091 768 13 27,1965-01-03,"Stöcklistrasse 5
9477 Altstätten",2015-06-12,
1b03dffa-9f32-4a17-b316-8a378a63807a,Individual,I,F,Valerie Suarez,001-672-498-2305x6377,1967-01-01,"86844 James Ville
Lake David, NJ 67359",2017-10-10,
fbd9be95-78df-4fbc-8387-1abced408745,Individual,I,F,Nadège Lutz,+41 41 060 56 47,1975-06-23,"Walterstrasse 92
1255 Carouge",2016-08-30,
9c77a9eb-161c-4825-aa69-7349d0d552fa,Individual,I,,Aferdita Stauffer,+41 26 536 25 49,1978-01-19,"Baderstrasse 63
3533 Davos",2020-10-23,
60312e28-053c-4e2f-8628-1cff262384f5,Individual,I,M,Janik Suter,056 501 12 33,1984-01-28,"Ottstrasse 31
2156 Münsingen",2022-06-08,
72862f56-efbb-46b6-82d6-ddb0a92e4fa1,Individual,I,F,Gudrun Schärer,+41 91 684 82 66,1970-08-30,"Schneiderstrasse 161
8042 Veyrier",2015-05-15,
a94e7402-1db8-4155-92ab-7d1f50f1c54d,Individual,I,F,Mariette Bachmann,034 916 94 27,2001-07-25,"Peterstrasse 16
8410 Urdorf",2021-06-26,
1cd9f89d-d9ff-49e9-96d1-36b87531e1d4,Individual,I,F,Agathe Martin,+41 61 807 84 04,1951-06-29,"Schlatterstrasse 78
2332 Lyss",2012-12-14,
a5a23f9b-174d-4aa6-b3ca-7a5902f0f49b,Individual,I,F,Flora Steffen,+41 62 790 16 31,1957-03-13,"Maurerstrasse 60
7078 Grenchen",2013-12-29,
c86fec32-22be-40a2-a5f0-a289df0785e9,Individual,I,M,Jean-Pierre Hotz,062 213 39 32,1959-06-14,"Freystrasse 47
9903 Villars-sur-Glâne",2018-12-27,
27c8d32f-281d-409b-8fb4-857ee94606e2,Individual,I,M,Aurel Tanner,+41 31 358 17 16,1973-11-25,"Freistrasse 7
8985 Basel",2022-11-09,
341990f8-232a-4de9-aa35-8857cfbbfff0,Individual,S,,,,,,2019-02-06,
39e573b2-6f4d-4fc6-b808-31fe446dede0,Individual,S,,,,,,2021-03-20,
01d3c0cb-e40c-4fa1-8c31-0dfefb575096,Individual,I,F,Magda Häfliger,024 267 05 05,1958-05-21,"Schwarzstrasse 42
6988 Crans-Montana",2014-10-25,
347dffc9-7895-46ef-aa9e-ef974e592c02,Individual,S,,,,,,2015-08-10,
2701dcc5-90f6-446e-afc2-dc9cb406d6f6,Individual,I,M,Hüseyin Jenni,062 583 49 93,1985-11-26,"Gfellerstrasse 53
8070 Binningen",2018-12-23,
2992e817-4efe-47e1-8f55-767967f17b16,Individual,I,F,Ajla Mettler,021 317 85 20,1962-01-29,"Meisterstrasse 186
4356 Montreux",2020-06-07,
788b8ec4-a16c-49bf-8c52-faabb8675136,R.E.D. on natural sciences & engin.,B,M,Schuler Mäder & Co.,032 369 38 01,1963-04-04,"Hirtstrasse 41
4243 Binningen",2013-12-11,
64e2595e-738d-47cc-a3fc-8b999064a96a,Individual,S,,,,,,2021-08-31,
671cc995-b66e-4dbe-a8ac-6308001c5833,Individual,I,F,Tatjana Küng,043 275 79 48,1996-10-28,"Forsterstrasse 4
5379 Liestal",2014-09-16,
a9ea7622-fc51-4d46-8f4d-1e654510b8ce,Individual,I,M,Ensar Koch,+41 81 651 89 14,2002-04-29,"Lüscherstrasse 542
9778 Illnau-Effretikon",2011-07-10,
a8f0b536-3347-4225-a5c5-aaf75bd12a90,Individual,I,M,Pierre Bernasconi,034 638 87 05,1980-05-16,"Zieglerstrasse 89
9311 Münsingen",2013-05-18,
f0c4a432-a9ae-4f7e-8f22-61dc95ebefc3,Individual,I,M,Niels Weibel,+41 27 904 49 82,1970-08-30,"Ferraristrasse 72
2476 Risch",2020-09-25,
ff91649b-47ab-4d85-9cb6-bf342ece9143,Individual,I,M,Carl Schär,+41 52 333 11 54,2002-09-03,"Kägistrasse 169
6736 Affoltern",2021-01-22,
522ce3dc-70e8-49bb-bce8-c57c21529fec,Individual,I,M,Kushtrim Hug,044 623 64 88,2003-01-04,"Eugsterstrasse 55
1089 Hinwil",2016-04-16,
9a069bc4-9753-4924-8793-c4752baebbc8,Individual,I,,Georgette Ackermann,034 457 58 69,1989-08-28,"Mayerstrasse 316
8920 Wallisellen",2014-03-16,
2c94e164-07e3-4d8d-8d66-5408ba56a48a,Individual,I,F,Arlette Rey,055 218 55 05,1991-05-09,"Stalderstrasse 385
2769 Zürich",2021-02-10,
c2f36b91-09ff-4b4f-8d27-0067134c42a7,Individual,I,,Ivana Zehnder,031 699 23 39,1977-05-25,"Bachmannstrasse 3
5346 Naters",2015-05-16,
c66a6ccc-172d-449b-bc17-2e7f2231b298,Individual,I,F,Merita Hafner,+41 26 055 86 24,1977-03-13,"Stettlerstrasse 3
1570 Küssnacht",2012-09-06,
498082aa-8783-45ce-88fe-76ba605f8172,Individual,I,F,Matilda Bernasconi,032 830 79 17,1986-04-23,"Käserstrasse 83
6621 Richterswil",2010-09-30,
ba8003a3-73a0-4053-93c2-c2392f3f57ca,Individual,I,M,Tibor Gross,024 980 19 98,1986-03-02,"Bättigstrasse 39
4383 Köniz",2022-07-20,
75c87e0a-67c1-44a4-84ee-dc3b4924c610,Individual,I,M,Mustafa Stettler,+41 24 001 22 33,1972-07-05,"Wegmannstrasse 92
9635 Birsfelden",2015-06-21,
c6a34bca-384c-453e-9d87-e36ffaeafa1c,Individual,S,,,,,,2024-01-04,
fc36b537-e668-480a-8c91-1bd3e0fb0dc2,Individual,I,M,Marjan Schwarz,081 810 62 89,1970-08-10,"Schürchstrasse 493
2557 Glarus",2014-05-15,
907bdc8e-0f43-4d0c-afc7-2f3474b52a81,Individual,I,F,Murielle Schumacher,091 246 08 09,1964-06-17,"Staufferstrasse 1
4594 Ostermundigen",2018-11-17,
ee577868-2f09-4cde-9253-453711fa0111,Individual,I,F,Samantha Kunz,027 818 39 82,1968-11-11,"Winklerstrasse 752
1853 St. Gallen",2014-09-12,
513bf975-ff20-4b66-b4c8-bfca34565648,Individual,I,F,Florentina Hofmann,027 002 22 31,1984-09-25,"Schärerstrasse 53
4409 Schaffhausen",2013-04-16,
8b4eeba0-7fe2-4279-a747-e613c95e776e,Individual,I,M,Jaroslav Schärer,+41 71 429 50 20,1954-11-14,"Haslerstrasse 10
5200 Weinfelden",2010-09-14,
1b307ab7-b4c2-4313-b310-b58a275d93a4,Individual,I,,Cäcilia Ziegler,+41 55 906 54 64,1972-01-18,"Eglistrasse 59
6313 Delsberg",2010-11-06,
1a35edba-9d78-40df-ac5b-8d6fbd537f7c,Individual,I,F,Josephine Lüthi,091 085 35 96,1957-10-18,"Meierstrasse 91
3306 Uster",2012-12-24,
8abdb718-28a7-4a75-b317-94f9dbf6381f,Individual,I,M,Nikolaus Schneider,+41 56 395 64 84,1952-08-21,"Bernasconistrasse 62
1128 Grenchen",2013-03-22,
a6af010c-aa0f-47c3-99ac-6084935d0f91,Individual,I,F,Sylvie Scherrer,+41 52 355 69 49,1969-10-03,"Stöcklistrasse 151
7763 Pfäffikon",2018-06-25,
87722e2c-7dd7-46c5-a2fe-3e169538888c,Individual,I,,Katie Heath,694-667-9199x20812,1980-04-05,"74290 Luis Vista
New Danielle, MH 90018",2018-11-05,
ec5d4da0-bc0d-4da0-9eb5-c43e62a5f8b5,Individual,I,,Marcela Widmer,+41 52 432 19 69,2000-09-21,"Käserstrasse 570
9693 Emmen",2014-09-21,
12b513bd-454d-4d6c-9e91-fd7dbc24d8e8,Individual,I,M,Jérôme Deschamps,+33 3 60 57 50 11,1970-04-24,"45, boulevard de Collet
59510 Saint Amélie",2021-06-06,
a094eea5-becf-4041-a679-c26bcb038d68,Individual,I,M,Rémy Potier,+33 (0)4 98 92 16 27,1950-05-02,"4, chemin de Muller
41345 Saint Adélaïde-les-Bains",2013-09-12,
b161b755-fa3e-42d8-9742-5b52ad4e4bd4,Individual,S,,,,,,2013-10-22,
3a2f55a7-0a09-4b3b-a7d1-e38749d27efe,Individual,I,M,Mile Bianchi,+41 27 672 42 92,1997-10-21,"Wegmannstrasse 1
6861 Amriswil",2016-12-23,
beb9321d-ebb3-4a5e-9d65-9d931d0c8b52,Individual,I,M,Alen Walter,034 251 39 64,1988-04-13,"Leunbergerstrasse 77
7146 Bülach",2021-02-10,
26d77119-2585-4ea9-ba00-ec0c974f7b16,Individual,I,F,Noa Schärer,021 549 74 10,1952-03-05,"Haasstrasse 4
2131 Freienbach",2012-09-04,
e6ecab49-1f94-4d3a-84f1-f9654ad9a87c,Individual,I,F,Monika Zollinger,041 519 13 00,1976-11-16,"Favrestrasse 58
3915 Münchenbuchsee",2014-03-18,
0135c190-c1e6-4f3c-bf71-37e432026b58,Individual,S,,,,,,2016-02-07,
ec538498-6e36-41fc-bdb5-03aa60b333f7,Individual,I,M,Maël Bosshard,+41 61 229 64 16,1970-01-22,"Kälinstrasse 1
9490 Wädenswil",2019-10-19,
0b0a4268-fd19-4270-8fc7-60d1e0010f32,Individual,S,,,,,,2023-06-08,
5f237b88-f681-4a4f-9482-f4a551df072a,Individual,I,,Daniela Kruschwitz,08059103409,1987-02-04,"Gorlitzallee 6
13843 Grafenau",2020-01-03,
f107b5a3-acbe-409d-9ba0-8343dd1e7a7d,Individual,I,M,Aaron Calhoun,001-497-296-1352x3526,2000-10-21,"07910 Moreno Isle
West Christian, CT 31307",2015-03-10,
9d68b50e-a4b0-40ba-bba9-e56507dc89c5,Individual,I,F,Elisa Merz,033 851 83 16,1992-10-25,"Kaufmannstrasse 54
1912 Glarus",2016-07-08,
0df74ae5-d133-4be1-8509-fedb9bf28902,Individual,I,F,Katalin Stadelmann,062 163 63 31,1960-09-12,"Grafstrasse 3
2450 Prilly",2015-08-03,
a243fe91-aea5-4d02-a147-2beb2771a26b,Individual,I,M,Bekim Wolf,+41 71 735 43 08,1969-05-22,"Lutzstrasse 401
8721 Gossau",2014-04-15,
06e7d514-7f66-459d-bfdc-ba8ed1c76b3a,Individual,I,M,Willy Sidler,+41 56 927 17 76,1965-10-09,"Flückigerstrasse 3
4381 Aarau",2021-09-08,
6ab20ac9-46a9-48c8-b723-84a07fdaa394,Individual,I,M,Tenzin Scherrer,+41 24 045 23 11,1987-09-15,"Hunzikerstrasse 60
4564 Dietikon",2017-10-10,
57389dbd-19fb-4964-bfbc-5c2df15c4d8f,Individual,I,F,Katalin Giger,081 891 94 74,1951-05-06,"Arnoldstrasse 2
2528 Solothurn",2011-04-13,
2d5028ba-9214-4af1-92c3-1b4a2735ee5f,Individual,I,M,Reto Wegmann,032 092 73 48,1961-09-03,"Wagnerstrasse 3
4503 Genf",2019-09-18,
158cfce3-b32d-4918-8880-8ed7ca46c65b,Individual,I,F,Francine Müller,+41 34 579 86 92,1971-04-10,"Wyssstrasse 76
5845 Grenchen",2015-05-30,
007984d4-4d39-4ca3-997a-5818a9df6fa6,Individual,I,F,Michelle Turner,+1-276-792-2296x86909,1981-11-09,"15888 Jason Junctions
West Mark, RI 49906",2021-07-22,
d15815a4-9c28-44a2-89ec-0bca2a18dae4,Individual,I,F,Asia Schnyder,+41 62 105 02 10,1955-03-20,"Schnyderstrasse 11
6721 Baar",2017-07-06,
e00713ff-d13f-49e0-8c2c-30b7d5450139,Individual,I,F,Laurence Grob,+41 22 046 50 29,1964-06-05,"Probststrasse 49
4922 Zofingen",2017-01-18,
53a903c7-4a74-4fab-b369-e883e48414a2,Individual,I,F,Mariana Maier,056 925 16 10,1954-07-09,"Bergerstrasse 3
1762 Cham",2013-11-20,
c293d6f4-dcf8-4086-b07f-d2136d987126,Individual,I,M,Mergim Hofmann,052 751 19 78,1984-02-19,"Bühlmannstrasse 266
4537 Brig-Glis",2015-02-21,
0dfa7d6c-4cb6-4e79-ac6c-94ad35754855,Individual,I,,Hanna Schwab,+41 27 317 63 51,1988-09-10,"Staufferstrasse 2
9457 Yverdon-les-Bains",2011-08-24,
da3d297f-e695-4a1c-a855-820b44c29b4b,Individual,I,F,Soraya Schwarz,+41 24 653 97 74,1957-07-13,"Brunnerstrasse 12
6533 Locarno",2019-11-02,
3a799ae6-af62-4256-b588-0a2d18d43416,Individual,I,M,Urs Steiner,+41 27 438 36 78,1957-11-19,"Mäderstrasse 87
1106 Münsingen",2012-09-14,
a0659588-3eb0-4017-b705-7c789aeee6ca,Individual,S,,,,,,2022-11-10,
43c7e97b-77ee-40b3-9dee-413823538a6e,Individual,I,F,Alexis Mckinney,7158602830,1979-10-01,"Unit 9734 Box 2062
DPO AP 79038",2017-07-10,
3f6060c4-05dc-447a-9d61-ea224506bbdd,Individual,I,F,Anne-Laure Schwab,+41 71 383 49 82,1994-07-04,"Kuhnstrasse 49
3300 Thun",2010-05-19,
d41b49eb-c517-45ba-b342-ea4a2349338f,Individual,I,M,Mehdi Zollinger,052 815 60 30,1957-10-03,"Maurerstrasse 266
7183 Carouge",2015-08-20,
248e86d8-7ca2-4ea8-8f7e-93669a2d42b7,Individual,I,F,Alexandria Valentin,+33 (0)2 49 64 98 50,1958-07-07,"613, chemin Adélaïde Rémy
42901 Bertrand",2019-10-27,
58b6e9f3-ee9b-4344-9774-dccf9ebd9280,Individual,I,F,Jael Schlatter,055 808 91 01,1976-06-05,"Furrerstrasse 38
9625 Freiburg",2021-07-27,
0ccd0cae-f6b8-4a26-b354-237d5f1e7a0d,Individual,I,F,Angelina Giger,024 620 36 04,1965-10-07,"Huberstrasse 41
7159 Grenchen",2022-04-24,
735f33c6-2c86-4b6b-b8b8-dc5d2919fa32,Individual,I,F,Olivia Hodel,+41 26 849 30 30,1953-12-04,"Beckstrasse 521
6775 Wil",2011-10-04,
51fc3961-4d4a-4351-8c82-eefd30c695d9,Individual,I,M,Berndt Kaul,+49(0)7087 62122,1962-02-15,"Kranzring 2/3
55178 Rothenburg ob der Tauber",2011-03-13,
aa8871ed-78b3-49c7-b3d6-e1f1bfceea7e,Individual,I,M,Kaan Hofmann,+41 41 255 53 95,1992-06-28,"Betschartstrasse 578
8104 Frauenfeld",2019-01-03,
346e56e7-7d42-416f-bf45-196a0deb2384,Individual,I,F,Monika Giger,041 227 73 85,1988-10-03,"Knechtstrasse 63
1627 Val-de-Travers",2011-12-01,
fba6bb9e-b6ae-4a13-9356-91962018a002,Individual,I,F,Claudia Weber,032 503 36 26,1984-03-07,"Kochstrasse 834
4269 Schlieren",2013-02-19,
72bbe966-8b2f-4fdf-b05e-3bfabe2fd942,Individual,I,F,Andrea Ramirez,001-241-631-3758x49617,1984-04-05,"608 Abigail Path
West Brianna, FM 80095",2013-01-13,
e9c34717-f35b-4081-87db-65770c732e08,Individual,I,M,Theophil Gerber,+41 62 348 77 29,1957-03-27,"Baumgartnerstrasse 48
6938 Flawil",2022-04-23,
1a6206e2-a3cc-4cef-a0c8-13dd90173c67,Individual,I,M,Fritz Kohler,+41 22 991 03 53,1970-09-30,"Sidlerstrasse 61
3186 Baar",2010-04-18,
42d41a03-627a-4ec0-88ec-25843fb1e382,Individual,I,F,Martine Baur,+41 21 991 90 03,1987-12-02,"Sigriststrasse 64
6066 St. Gallen",2015-06-08,
eaf335cc-0061-4efc-a79c-517a2efeb106,Individual,I,M,Joris Hodel,+41 52 703 55 34,2002-12-18,"Freistrasse 780
3919 Lenzburg",2012-06-24,
