account_id,account_iban,account_currency,account_open_date,account_close_date
1d0477b8-60d4-4832-a85a-446dfeeb1bd5,CH3735265077091911961,CHF,2022-12-08,
5e210386-fd33-4066-a69e-d5e973c0e0ed,CH8325780814027941364,CHF,2022-06-23,
2f4c95f7-340b-4c2e-be20-a263b64fa2b6,CH0684257758668019254,CHF,2018-03-19,
14b3073c-d7fd-40cc-b3b6-be9c04483228,CH1207259156064991748,CHF,2019-09-24,
9464f21e-7e38-4221-aa1c-9fe3ed37df0a,CH8509852384149462155,CHF,2020-01-06,
da85848c-0521-433f-a2ae-6155a0ff1cef,CH4540593328658341826,CHF,2012-08-29,
c58f9d6f-4cff-4132-984e-5d1cdd69fd58,CH6489171932003880552,CHF,2021-05-12,
4b940274-8f4e-49f4-aef8-8addf8463bf9,CH0289007430552118441,CHF,2020-03-31,
d05d6b52-c614-4372-93a5-71e3e3d096a4,CH1459784019708568406,CHF,2021-07-06,
6ede149b-ee8b-44f9-b063-9c66f027ffe2,CH5107839067267796437,CHF,2010-10-07,
41a42a75-e9b0-4198-80a9-aa74ce2181c3,CH1497206171480132827,CHF,2014-08-26,
0290cbd8-79ff-4b35-935a-7320a4460f0d,CH3684930906694204758,CHF,2017-11-27,
d130e9d4-3511-448c-95dd-38f071736ede,CH1355547396761055209,CHF,2017-11-24,
00f9c3d1-0249-4f96-8d8f-23a0461c8c4b,CH4772518808779096369,CHF,2018-12-30,
c6a0d2a6-a200-4b80-8206-6084b18a62b6,CH5842968817067191909,CHF,2019-10-20,
a3113806-d744-488c-8cd6-8465f4380d20,CH8780997496677780579,CHF,2016-03-01,
36a10894-efc1-47aa-9ec7-ec75ca89e388,CH7601480230905585799,CHF,2022-09-15,
2b3d868a-9f2b-4c93-8c82-ece08d73c2ac,CH3973970215503154832,CHF,2016-06-14,
5f10eb13-8b74-4588-a1a7-00badeea58bb,CH9482477280857129556,CHF,2022-08-29,
165a1c0f-0ddd-41d9-9388-7aac277fde3c,CH6966254597359162392,CHF,2015-04-16,
8fd4d547-4478-4202-a0d8-1603d4501a73,CH7214551717495084458,CHF,2019-05-08,
abc5be22-e044-4029-953d-cb187e65759a,CH0650497884179073187,CHF,2012-10-05,
17a464a9-bd62-40c2-8c25-bab3048a8b94,FR4407713140196865490341391,EUR,2022-11-26,
ced78bf7-39ab-46db-b6da-8ecf648e5015,CH5962995808340705794,CHF,2015-09-10,
70b2f6b2-4a97-41ce-b8b2-7c761865ea35,TJTAXX5URXM,,2021-06-27,
ccedb93a-3359-4da9-82b2-81de68992667,CH1542827360021941297,CHF,2017-06-07,
32328f4d-ea22-4ee3-bcbe-5bee228e049c,CH0674027991583169622,CHF,2013-08-31,
7877b7e5-7fb9-4a35-8eaa-f0b6b76212d6,CH7978914198157980146,CHF,2022-07-27,
8b271154-ec0f-4d97-b0db-d937da840823,CH3174955899287637613,CHF,2020-02-07,
59c3b131-1a4e-4f43-a693-0c1bbd1da520,CH8371465769163055458,CHF,2012-01-12,
eadbc9ed-a354-4cae-9772-ea126affe2b5,CH3911205072529984568,CHF,2012-01-04,
1ea8977e-6b05-45ac-a730-00e0ae111d61,DE24169609170643763229,EUR,2014-12-12,
bd0411c9-5e5b-4bb9-816f-e62009bbaacf,CH2752221259895740762,CHF,2016-07-06,
3e80f4c8-6dc7-4b67-9c2e-6b5f6842e313,CH2188945955606035155,CHF,2018-12-10,
5d406550-ad9a-4697-baed-adde0831b412,CH4948968719442256982,CHF,2014-10-20,
52dda8df-4286-4f08-9032-759da5466505,CH4277899043926336778,CHF,2012-10-21,
a77beea7-2171-48e5-aeea-ea716f3d8cc1,CH6019246001718506701,CHF,2014-01-22,
c8996265-9738-4c97-a481-27386371ab1d,CH0754116121087534946,CHF,2017-01-09,
9ffbb470-4a97-451a-8f59-11b51df07d1b,CH5261870721663187987,CHF,2019-09-25,
ed056f89-3476-4419-8610-2f7355dd7553,CH2617707015660050689,CHF,2014-11-15,
123eb17b-e7b7-4b7f-abde-9277adefb6b0,CH3613348228300376570,CHF,2020-03-05,
e24ff516-82d7-440e-b5fe-17fd1b58a8c5,CH4849700491726845940,CHF,2015-10-18,
98cc20e3-0521-4dc6-954a-f977158efe2c,CH9774373831505573972,CHF,2022-07-03,
93082d2a-8c87-4678-9b97-bee3a7df31f7,CH2860357391314053949,CHF,2016-12-14,
5b9171b8-ac64-4ce5-9b1c-77de37707919,DE46774447068010425834,EUR,2018-02-13,
2117aef6-631c-4bbc-8ee4-eaf7843f27fc,CH4993205028853438297,CHF,2017-07-23,
fb58ab69-b958-4f38-b753-70063e3582cb,CH8134971193814025621,CHF,2016-09-20,
5decd894-c62e-472e-aa21-79ffe49e7a91,CH7897813031963360085,CHF,2020-04-12,
4c125aed-aab8-428d-9f10-0a7a5aaa6c38,CH7898239600855791253,CHF,2015-04-30,
f45799ff-0e96-4697-8e7a-0b5ba11b1258,WOCXPAC7OI5,PAB,2019-03-23,
4a27ab4c-1cde-4940-bd0f-d2aebd74c3fb,CH2784451933863644466,CHF,2017-03-14,
a586057b-881c-4ef7-95cb-f33293cd3ac6,CH9654612103267729336,CHF,2011-06-13,
1d74cc0d-efe6-4f90-88e6-10a3e9a4142c,CH7532297631687058532,CHF,2021-08-03,
342e1500-2102-46e9-8c9a-02c6ab83e014,CH8285808840185604951,CHF,2014-01-11,
657f3f6b-b3a9-4d72-9c31-49057787752b,FR5382976445683624981294624,EUR,2015-07-29,
bbf501b3-b09f-4fb3-9b50-951ec67466d1,CH2738279777803283372,CHF,2021-01-17,
d36d5716-884a-41b6-95b3-e3a55e89afbf,CH1915030350859365782,CHF,2013-09-29,
4a53b379-ad40-41d3-8c70-4d10dd30805a,CH1880434931790349810,CHF,2014-09-16,
48b6c48e-3e01-4349-bf8e-b31dec1213db,VGWZJPWP,JPY,2012-11-07,
5d545f48-017c-4705-a6b5-7dd63b039152,CH6734083760890643941,CHF,2019-07-20,
53c1681a-70ef-4300-bc1d-f1304747edbd,FR1611430365936113357802484,EUR,2011-07-14,
0ba512ad-e77a-4dfa-ae39-f49e8961b650,CH0268105713570354541,CHF,2014-04-14,
d58f57f0-698e-4e7a-855f-71b8c23066bf,CH4310279639274943325,CHF,2018-10-30,
628fd4a8-6373-444d-ad2b-087077e5b785,CH1140469125803107185,CHF,2014-12-06,
a6b076dc-face-48e6-aed7-5359b261c6e0,CH9721698740116530248,CHF,2018-12-15,
a1600c15-b134-4ba2-8df2-739c99207a92,CH4624482517415601577,CHF,2014-12-17,
3a501330-4e90-44b1-a899-cd77afdf6094,CH1511229412404777735,CHF,2018-06-09,
5fcac9ff-8846-4b9a-946d-f1937b337ef7,CH0504215107886912862,CHF,2021-09-02,
a3a1b101-ec9d-4494-b3e1-3f0d55ba5ee3,CH4220162377014888235,CHF,2010-05-27,
395b67d5-f23a-4d56-8e8b-1a9c3283cff5,CH6050168323857102140,CHF,2020-06-25,
474041be-e1d5-4040-9276-54f08a91496d,CH8680281405109514242,CHF,2022-06-07,
37fd1b3b-2565-4042-8f38-f8c430a5a510,TBLOPAXA1VA,PAB,2015-10-19,
92f08744-686e-44be-9458-a95cb1c2e70a,CH3292682782136628808,CHF,2017-04-17,
0a5f14bf-55f9-4059-a40f-58d9815951b5,FR6066059562032155456179611,EUR,2010-11-15,
b655498d-fab9-4a97-a3d6-96c545c11088,GB21ACCU61492053692114,EUR,2020-11-13,
72790dd2-e426-4f85-8b68-8b5df8809819,CH9534913453541216047,CHF,2021-04-24,
fca32677-1d73-4165-bd7e-6a25dcb6a585,CH9670632990035958929,CHF,2010-09-12,
0600d48c-d18a-4960-8c2c-a996ce8a5e85,CH2126581474284944978,CHF,2013-08-29,
4e406074-1cea-4815-a0ee-9f245a28d524,CH2375887799825280980,CHF,2010-12-01,
ed7468a2-9b0c-4532-968f-df6ce8d6bfde,CH3034899754781109247,CHF,2018-06-19,
d620b9d1-7939-49b2-ab76-17f94e2d18b3,CH5005902387027341534,CHF,2022-01-11,
28db8335-606b-4eaf-8c48-9fcbe89ea06f,CH9665779264546312985,CHF,2012-11-10,
28460fe2-aa3a-47f9-ab2c-ace0f4006390,CH3950507677847518159,CHF,2022-07-10,
e952ef8c-2518-48e6-a274-f05f92ea22b8,CH4265470547132003297,CHF,2014-11-27,
1efae1f6-bd4e-4951-914f-a200aef5d989,CH2786558537987589487,CHF,2016-11-24,
0e13f66f-6b90-4937-85a0-67505e65b67a,CH9262713866595534097,CHF,2012-08-19,
956962fc-e625-4f1b-b7cd-b7ab4a965c59,CH9230289073213310482,CHF,2020-04-07,
ebc710f7-19a8-492f-9f2d-39e542679651,CH2908073810327127945,CHF,2022-07-02,
90e0c8a8-e015-4db3-b1db-6e19561ad83b,CH4509144913654778218,CHF,2017-09-15,
c7823b5a-b744-48e6-b5bf-b603a9eaa264,CH2636099182778480419,CHF,2011-08-13,
da5a5406-10f2-4536-95a6-4a2519e976e6,CH2593386425544501154,CHF,2015-06-12,
0644d29c-083a-455b-93e1-3f36e5966140,QRGGPA8V,PAB,2017-10-10,
21c69380-c039-4959-9c3d-8eee962d68a2,CH0567715821103689929,CHF,2020-08-01,
53462dc0-6d38-48c3-84c2-69f83f114d60,CH7780826360775141387,CHF,2016-08-30,
490cec4c-224f-4d54-9cfb-778c3878d10a,CH7163603872903354094,CHF,2018-03-09,
f94954dc-d6dc-4754-b1ce-e16d8e01150e,CH7034594138343840979,CHF,2020-10-23,
24a970e5-aa16-4c69-8633-0ec242684d1e,CH4319205766133700990,CHF,2022-06-08,
33f09f85-9236-4787-8707-7eaaaa8fd5bf,CH6344252724234287874,CHF,2015-05-15,
3402dd50-ffc9-4424-9615-57e3e489e285,CH4592122988464855666,CHF,2021-06-26,
cb120d09-f5a9-41df-92df-51c888a6e413,CH2012092182877569203,CHF,2011-10-17,
d8544906-6dec-4b8a-9f14-b5287481248c,CH5827976514289219578,CHF,2012-12-14,
453986a4-1b62-4bd4-b396-d748f94abc9b,CH1061130343302171809,CHF,2018-06-02,
fac96be7-24ab-49c2-85ed-7a2ddeb2d93e,CH3154102124154212427,CHF,2013-09-17,
d296be68-4c33-4e22-bdf6-0304cff4c26c,CH7895769274196014467,CHF,2013-12-29,
152d9bd9-acd6-4d69-beb1-11b48ea0006a,CH1801665958417707831,CHF,2018-12-27,
869643e4-6cf3-4368-98ae-6e6e2082b29c,CH4865536476510048260,CHF,2022-11-09,
e125c521-1330-4bb1-8a7f-7581c046cf0d,CH9573616964098841522,CHF,2012-07-08,
ed0d020a-7c7d-417d-871a-ef478cb5ac00,CH7242757864184623183,CHF,2014-10-13,
eb684cbe-dea3-4c53-8b3b-ab87132bac54,CH4171490734163235701,CHF,2014-10-25,
f266b960-091e-4502-9ab4-585df0a2f544,CH1093728214030450862,CHF,2015-01-06,
24eac976-5ee6-4db1-b372-b19f40eabfb7,CH8551679089977212731,CHF,2013-03-17,
11db0d69-25c5-4124-9ad0-83b20e31c533,CH0847607546507298857,CHF,2018-12-23,
c5c98a2d-69cd-4196-8724-7a83ae963d41,CH2091654023776366425,CHF,2010-12-26,
78cbe35e-b8b6-4945-824c-05d6d899101b,CH3197525652272938384,CHF,2020-06-07,
e608904f-664d-4e4f-bc08-c979b38840ca,CH1565195987683885043,CHF,2013-12-11,
63c40898-166f-4f85-a773-136ac4528892,CH6561555685337051830,CHF,2017-12-29,
f85cb102-a8aa-443b-bc21-3d4dfcfb9330,CH6848459985033179329,CHF,2014-09-16,
f4499f9d-c328-4bdb-9243-cf5927b10f7e,CH7711869748524050470,CHF,2018-11-28,
feadfbe9-3780-49ac-9fc2-e5d2dd400be2,CH1715171365765415989,CHF,2011-07-10,
56e99008-b9fd-48f2-9003-de368c3da8b4,CH1121353505102348573,CHF,2013-05-18,
37b165ec-4157-445e-8035-7e355b5a2ef4,CH3909164706413309266,CHF,2020-09-25,
1cb47572-26d5-4940-9ac0-381ed102a54b,CH2636247576665083210,CHF,2021-01-22,
94227037-6e36-4ae7-b621-ab2258486dae,CH1784476310058329256,CHF,2016-04-16,
b992ba90-7944-4c44-b8d1-bcca3b943269,CH4926993947296463208,CHF,2014-03-16,
1228b6b4-2b82-4134-99c7-0835f5194855,CH5134813574876568841,CHF,2021-02-10,
bd1dfb69-12cf-4832-8413-e0d5d04dc82a,CH3096289014187842023,CHF,2019-01-16,
fe0f0984-2951-4d50-940d-01b9dcb49bc2,CH3515898564238768667,CHF,2012-06-28,
7da9e8b1-67cb-4349-9465-18768f4abe09,CH4996126592192040949,CHF,2015-05-16,
197386db-210e-4040-b5df-6103892a3488,CH3005453664068465757,CHF,2010-01-12,
60fced1b-676e-4e02-99f0-e99642c02b00,CH4291991283751352654,CHF,2012-09-06,
44bd1195-bf0c-4768-b7ae-8c8b055305bd,CH4379026062253197928,CHF,2010-09-30,
bccd1a79-22ba-4ce1-840c-d49b181b5fbb,CH8368398090018009993,CHF,2022-07-20,
bddead21-bdaa-4e16-b3d0-d9f1bb8641c9,CH2050355011044375553,CHF,2015-06-21,
50a70021-49a0-4c1a-b078-2d43ccfc172b,CH7686204120236810607,CHF,2022-09-08,
13b709cc-f428-424c-98a0-ce401327d43d,CH0737806381442050263,CHF,2014-08-16,
6e50526c-fad2-448b-8ec9-6578bc08788e,CH4408264408818633703,CHF,2014-05-15,
bd673a27-55e8-4a0e-bca1-da20f58bdf4c,CH4181919519451693000,CHF,2018-11-17,
bcd81147-21ca-49d4-b1a3-7cb02371d697,CH3059729434082571720,CHF,2022-10-28,
771d99bb-949a-4054-9c68-5d1bafc7b1fb,CH0760780526906437463,CHF,2014-09-12,
d2f9e965-72c7-4e38-8785-4526899ff977,CH3368048620350583700,CHF,2021-11-17,
e95ed98e-07bf-4fcf-9ccb-b82e2d2e8322,CH2128704063552330690,CHF,2013-04-16,
ea9f82ed-9843-4033-abca-04229fcc2bc4,DE34742497186795633165,EUR,2017-10-16,
4f081d86-d12f-4ea1-989d-37dd2325f6c6,CH5327045096525188116,CHF,2010-09-14,
e81f79fc-8224-4189-8cb1-5fc2d8d7004d,CH0940833249061230357,CHF,2010-11-06,
6480ea71-7b84-49b9-a4cd-ada27e5d473b,CH6855740894179245887,CHF,2017-01-07,
7aa1e36e-736b-4f89-a74d-4c99fe822a23,CH7503549762802098266,CHF,2019-05-11,
eba79a58-1bbb-4615-8092-1bf589ef3691,CH0786383813647005529,CHF,2012-12-24,
612fc13c-bd5d-4bd8-9bbb-c1e7927075bb,CH3633272521385821270,CHF,2022-12-15,
9c038da6-0e91-435a-8691-b1db4537d465,CH6680648131957621382,CHF,2013-03-22,
241134a4-2359-46ae-85d7-0a7066ec0f73,CH8755425381001123008,CHF,2018-06-25,
45dd2555-3a01-4ca1-baaa-9cc50ec28d90,EGTEPALO,PAB,2018-11-05,
f847eab2-1229-41bd-b6a3-87be0ae369f1,CH0946521142053013928,CHF,2014-09-21,
c912d836-c8a6-4cf2-aefe-d37d1890eb53,CH8203911696658673119,CHF,2017-03-13,
116379d6-7615-4ff5-8867-fd2d59a87026,FR6909666907393812371194316,EUR,2021-06-06,
5404a064-19a3-43fc-b452-f032b2112189,CH4671462789568527331,CHF,2019-01-13,
30132d08-145f-4f8b-975c-5b75134a8c5c,FR1757988366473557259880035,EUR,2013-09-12,
685d299e-e3e3-4124-a020-7e2188bd6c8b,CH2687549485083943073,CHF,2011-09-12,
f56383b3-df0d-484c-bda0-c3a995d21f2d,CH7927069349835688523,CHF,2016-12-23,
25d98093-4a7c-49c5-ba3c-3f780a373b93,CH3774156636363850991,CHF,2013-10-10,
e313a7b9-fa03-4e26-a400-2bc510e81a52,CH4306965326566756763,CHF,2021-02-10,
52668b16-77f1-4cfa-85ad-50e2f96fbd65,CH4503432573641516718,CHF,2012-09-04,
de9b4ba9-882f-4158-b6fb-fd248af42c9e,CH4752227319429565180,CHF,2014-03-18,
17eae0e3-5874-42d6-a093-26fddff290cc,CH5552562126140412204,CHF,2020-04-30,
58fff61d-3baf-48c2-ad8f-92f4f3f18efd,CH5393610023845775127,CHF,2019-10-19,
2226849b-d961-4b31-8a22-c4a572db09a1,CH8020251624624416204,CHF,2016-12-08,
4427e2c6-323e-4c5f-b69e-16f8bb44fc1b,CH4421502538028278646,CHF,2011-04-23,
9150ff30-92a0-422c-92e1-078572c63371,DE98149978966022233627,EUR,2020-01-03,
f89b5f55-964a-4133-b351-0c431ef35348,ALFFPAJ1,PAB,2015-03-10,
3b4c9f77-d7e2-4421-9b20-43e85afeedb3,CH3554871530838350377,CHF,2016-07-08,
5c27249a-bf59-48f4-a0d4-15f45b9a1b10,CH4786757615534012091,CHF,2014-06-21,
8fecefea-7b2b-42cf-99f5-3de0266ce489,CH4333957623922409639,CHF,2015-08-03,
a0f48308-aa46-4c8e-88ba-39ce76ffc61b,CH0421425666737270488,CHF,2014-04-15,
5f5767a3-9529-42ab-ae06-35cecdb98af5,CH4397968742646209310,CHF,2021-04-18,
7abf8549-ebdd-4f8e-86f1-14441157aefc,CH0516963710312697452,CHF,2021-09-08,
c4faa034-e59a-4fa3-92a9-e3062b4919c9,CH6134828085661013871,CHF,2017-10-10,
cdf852fe-8036-4eb7-827c-f882224172c6,CH3644923409928944891,CHF,2011-04-13,
5fc78741-7b5f-44c7-ac08-d2393f6e4e33,CH7925754514698904264,CHF,2019-09-18,
e39a624b-ca48-48ec-94e6-1019d4ac86d9,CH3088234458070812535,CHF,2015-05-30,
ffc529bb-d442-484f-8999-ff4ce914025a,CH7482196736829869716,CHF,2019-04-12,
02b6a832-6103-48be-95d1-bf6a8aba74c1,PDIJUSM7QIA,USD,2021-07-22,
d19332db-bb0d-4045-8326-55903c94dde2,CH6203340657498757824,CHF,2017-07-06,
1a1a4585-a005-4597-abee-7ea088c1b992,CH0279042645353442094,CHF,2017-01-18,
aae5d22c-e4e4-436e-9145-6cbc49ee2b75,CH2214391495839456823,CHF,2013-11-20,
e0b5366f-04c2-4bd0-8602-60fc5f3b6bdc,CH2240328595278171984,CHF,2015-02-21,
2194a54a-6b2c-47ad-be01-836ebf7cfdd1,CH9561341403349352748,CHF,2012-10-23,
37f820a2-d38c-444b-ba6c-222ed9b7086a,CH4466779865344960921,CHF,2022-09-06,
f480d108-3cb5-4d65-a835-5cfc3aeacd43,CH1092888508370411800,CHF,2011-08-24,
05c914c3-1b80-44bb-8cef-a9eb8e2b8a58,CH2032694816562589269,CHF,2019-11-02,
082c76fe-3d85-4a4f-809e-8b33ead78106,CH4865416899157408600,CHF,2012-09-14,
6158ba05-52a5-44f2-bdb1-cd06da14eecd,CH0724043603273136744,CHF,2011-08-29,
bcdf37e6-b4a3-4a3f-a64e-19cfd77a4d7c,DTSZPACADOY,PAB,2017-07-10,
cbe0d20d-038c-4b8b-a88e-6c48cd2c739a,CH3354612970336763343,CHF,2010-05-19,
a0808ee1-8c09-48cc-afe6-1e505b148ff4,CH6042166092096936392,CHF,2015-08-20,
8fe45fce-06c3-41fc-9751-5bf0911c8547,FR0503817890576853681313469,EUR,2019-10-27,
d60ca755-d780-4424-9b45-f1d964ce314b,CH4601767299571233632,CHF,2021-07-27,
81ce20ab-ad73-440d-9185-fef7060d00b2,CH1862641043881594694,CHF,2022-04-24,
8921e76a-218e-4667-b227-4b33df5c67eb,CH0473561451327129378,CHF,2013-05-29,
288c42ab-12d6-49de-ac1d-a316344dc53b,CH3363041855921423128,CHF,2011-10-04,
189c4fe8-8b01-4973-92a8-9422175f8618,DE23486674837802094275,EUR,2011-03-13,
82daf0a5-bbb6-49e3-b7eb-511ed649e130,CH3560534318086295626,CHF,2013-11-24,
df579df4-9d47-49fc-99bc-e2961c236d35,CH6288685655097137902,CHF,2013-02-10,
a8364dec-1fd9-46bc-ba15-cb847fbf2ece,CH0634969206843088993,CHF,2020-03-10,
9fb3bdb8-e944-44a8-a2c4-36508ba2c8c2,CH1471996496111626037,CHF,2019-01-03,
e3cb39a2-637c-47b2-b998-22e2d6afd2fa,CH5253589382484589490,CHF,2010-02-27,
2b490204-4101-4b6f-8b08-56e45c22ba2f,CH9601818131575170505,CHF,2013-02-10,
9d26bc70-d1e4-47e1-b18d-cf6af6425cf0,CH4707232357277163240,CHF,2011-12-01,
077db4b9-9295-43c3-b0e6-67088336d150,CH6544888611536414783,CHF,2013-02-19,
a3d148d5-2a74-4766-a24d-c48150c0246b,CH3110893129293464456,CHF,2016-09-21,
615f94b2-2b6b-47bd-9cbc-b0432208b8ca,MKLVPAQQZ96,PAB,2013-01-13,
f7d1b0d2-cbac-48b9-a15e-c795aa2b9ff3,CH6403103813487722921,CHF,2022-04-23,
20c27f5f-b495-4718-8c09-5bf74b18f912,CH6959516663911159716,CHF,2010-04-18,
904fabee-da78-4c8a-96bb-73ce921ecd02,CH1499666696408016037,CHF,2015-06-08,
33586fec-d690-4cf4-84a5-ba54a38e1d1c,CH6506969014547128446,CHF,2021-08-18,
d1b07769-fefb-474d-8c63-6f0a46759a45,CH7014307962204884540,CHF,2012-06-24,
44bf0ce3-70ed-4c75-9411-e1db4c00831f,CH5728799695478050886,CHF,2015-06-16,
3e25bb2f-a65d-4e6a-86c0-1f19b6ca8597,CH2724044039205645159,CHF,2021-04-15,
d1379780-78e8-48dc-9a14-5fc5fd28a569,CH3950816107688896049,CHF,2021-07-16,
10cae88c-0457-4f36-a910-1f2cf5764573,CH7899921674992968852,CHF,2015-11-18,
f412aad8-ffed-4907-af81-9412db7dee98,FR8856139194501104518799174,EUR,2021-03-22,
bf8ee965-5ec0-4314-afe5-4da6c5deb90c,CH2374992765835119909,CHF,2012-03-16,
e68f2c1b-2b5e-4865-a20f-eff1f0aa7972,CH6537477100810459107,CHF,2015-06-16,
907ab73e-d750-4c5a-b6ef-16a5ce17209b,CH7192019147449313361,CHF,2019-11-10,
0f8d0063-7e2d-43ff-88d1-7d63fe988e35,CH1332589400643817771,CHF,2022-01-17,
ccbe7d22-4591-4f40-81bc-6b45a6f670ee,CH2887488463564789027,CHF,2021-09-12,
df3b23fb-a9cd-49a1-a06a-017d0d1c461a,CH9206590509544443859,CHF,2020-12-24,
171c0497-f7f8-4114-ab12-5330a527c01b,CH5447023071641022668,CHF,2010-03-25,
398d7062-cdd0-4ae2-ba62-be40a4919290,CH8290210088171104180,CHF,2021-12-07,
00522928-d731-45d9-bcee-3953395a1d1f,CH9040080720635468613,CHF,2019-02-03,
2670af79-7bdf-4bef-b9c5-5b4e5045b04a,CH0791757806125521826,CHF,2016-11-10,
9d799c60-3d69-4e39-9b1a-dbf25e16f5ac,CH9469849356673564975,CHF,2016-09-22,
97f74465-925f-4da0-a9ab-712b4b925d26,CH4395668540163691479,CHF,2018-05-21,
23f24077-10ab-43fc-a9ce-e1324a511ebe,CH1707617660014020370,CHF,2020-07-19,
f869da66-cc52-4112-a3c3-4efa2cf87e9b,CH3831260675256618508,CHF,2011-01-23,
8a0b698e-1eb5-4a26-b7ab-8b3977391d45,CH2128264795921270697,CHF,2015-06-27,
1368db56-64dd-4f18-b92d-2d4f085cd96f,CH1525833052216138280,CHF,2012-10-28,
cc2ea00b-1de5-4135-b017-9485e86e1afd,CH7549075141799179600,CHF,2014-03-21,
e8474870-7c8f-41e5-99d4-5d0dbfe0a9e7,CH3907300860371045090,CHF,2011-03-26,
b58db0f4-879a-4667-aa60-f2b02bae76b4,CH8634623100456134038,CHF,2019-09-18,
568462ec-8017-4dc6-aa5e-97086462af20,CH1763457091876832357,CHF,2022-02-24,
61f5bed0-42f6-4857-90c7-c8b1368da5e8,CH8652103906374085150,CHF,2013-01-01,
05a3c164-1826-47ab-af33-8ab1a37a937e,CH4155238991854940493,CHF,2012-05-09,
9e5ef289-0551-4999-8476-29d10a33a4f3,CH7761595006324329713,CHF,2010-10-29,
6348a3be-24c3-45e2-8072-ab3b7a322e79,CH1090250072405651087,CHF,2015-07-13,
b6c4482c-e6e5-463a-ba1e-616fc2f7d6e7,CH1074867357792082159,CHF,2012-05-30,
d3c51e65-f48c-47b6-b196-a64ab05bbd70,CH7505349443464837800,CHF,2016-03-31,
646d9dc7-7851-4b4c-91ca-efda4ee82dca,CH7479737360663908276,CHF,2021-05-24,
7f7924b5-afaf-4421-b9c9-6cae33443429,CH1857582873177868599,CHF,2010-08-18,
d76b0ceb-ff97-4503-b2f9-62486898fa50,DE50241752114127138968,EUR,2012-07-10,
cb75994e-f7e3-4e2f-b1ab-f77a6a1fcf32,CH9321405991556505156,CHF,2015-01-07,
83659831-735f-42fc-9194-f86096c9bc4b,CH3648532621488805488,CHF,2010-02-20,
e94a5a3f-da23-4f36-a720-82831c1b0e96,CH2239187741673318747,CHF,2020-01-27,
da0d5db6-d6cb-4301-a001-b42ff475a573,CH4230634703702663126,CHF,2022-04-10,
7c416345-3d5d-49d4-903f-0a6f7d727547,CH4190666881395038535,CHF,2020-05-09,
ab83baa3-77bf-4ebc-9fa9-9a2f8e2c7ff9,CH6909933423916609212,CHF,2012-01-23,
e9e1795f-2dd2-48ff-aebd-285b5b920cb3,CH5980430185568841186,CHF,2014-01-18,
5896ab82-6be0-41dd-8fe9-00f25343d72c,CH2054002269327712327,CHF,2015-09-20,
1951ae1e-1724-48b4-9595-cd634a5eedae,CH4800527762298956719,CHF,2018-03-13,
31a92cbe-5712-46f9-8f25-c726afe9799c,CH2976862538837679791,CHF,2020-05-23,
f41436be-6d64-4c19-922a-63e824941b4f,CH9101801877846765287,CHF,2019-02-23,
d3b72139-fadd-4a03-961f-68a5db6e8ca6,CH6557706404140470322,CHF,2016-06-01,
3e415a64-92c4-4eeb-b05a-f9f6b24b4297,CH6065975449376648423,CHF,2013-05-23,
00386c53-81bf-48ac-9fb1-d462d54f9b5f,CH5171302978464900223,CHF,2022-05-18,
de602679-156f-4903-bfef-15ec987a33ff,CH2045214635405081720,CHF,2016-02-15,
5d44ace7-50a4-4073-a792-a2f4e9f4e883,CH4669626583238435516,CHF,2021-08-27,
0f83ac16-6e79-4e51-9338-d7bae1996b0b,CH0700720379948561390,CHF,2016-08-25,
947e87e8-0c64-4363-9f34-a1607feedd4a,CH9354528606910413559,CHF,2021-11-18,
fe16353c-6b3d-40dd-87ee-b206130b5296,CH3705028069244968735,CHF,2010-07-02,
35e5e8f4-60ff-4d7b-ba72-8b856f043bdd,CH3921998647558078004,CHF,2011-06-28,
68c55366-2656-4913-b0e2-5310daad33af,CH0563623668538000727,CHF,2017-09-27,
b516a23b-c57e-4e55-bd42-560df8b2427b,CH5270362083357168246,CHF,2010-04-03,
693c544f-2cb4-4b61-818a-7cba6b6835ba,CH1691107144927466263,CHF,2016-08-12,
b6c278c1-e1da-4d01-9133-152b6c5671ef,FR4884394571146341972300825,EUR,2021-08-25,
4fdb892d-8989-4f34-b4fe-b927fd72441a,CH3891906824953124869,CHF,2016-09-11,
d2fa3bd5-b7e9-4266-9ff4-ead0594d2ba8,CH8198612708979421858,CHF,2022-05-31,
e26ca3f8-99d8-4a88-a41e-ef11015d2546,CH5149529433519864422,CHF,2022-01-19,
6e9f9c4e-a87f-47eb-ac30-2601f0622f5e,CH8355924431311271196,CHF,2018-04-21,
1f3ee5f3-d57a-417c-a429-aa6b6fb76b6b,CH3750143238195768648,CHF,2015-05-28,
11dafc8a-5704-492f-a67e-fb898a1add94,CH0774424471065052895,CHF,2019-01-03,
a64d7d0f-bde6-405e-a67e-7e12d8ca853e,CH7571630367494268005,CHF,2016-07-04,
208c51cf-332f-4a87-8d86-75a0da94e61f,CH6837057721083646378,CHF,2022-02-25,
1321acbb-6df8-49d5-88f6-01650a178793,CH8361374470959911947,CHF,2018-11-09,
1620c6d6-22e4-46ae-8d6b-a8ed35480eaf,CH1819801981384444056,CHF,2013-02-07,
4ba2752a-3195-48a7-9735-bba86dc044d0,CH2553111323851149103,CHF,2019-12-18,
7f391642-245b-4d43-b4df-9180ecf5015d,CH2070810413189524149,CHF,2016-07-25,
